Text,Sarcasm Label,clean_text,label
এটা কি হইলো বুঝলাম না ফালতু একটা চিত্র তুলে ধরছে বিবিসি ।,Non-Sarcastic,এটা কি হইলো বুঝলাম না ফালতু একটা চিত্র তুলে ধরছে বিবিসি ।,0
এইসব পোষ্টে অনেকের রোজা হালকা হয় বুঝেন না?,Sarcastic,এইসব পোষ্টে অনেকের রোজা হালকা হয় বুঝেন না?,1
আল্লাহ তায়ালা তুমি আমাদের উপর রহম কর । হে আকাশ ও জমিনের মালিক আমাদের রব আমাদের পাপের জন্য আমাদের শাস্তি দিওনা মাবুদ আমাদের ক্ষমা করে দাও ।,Non-Sarcastic,আল্লাহ তায়ালা তুমি আমাদের উপর রহম কর । হে আকাশ ও জমিনের মালিক আমাদের রব আমাদের পাপের জন্য আমাদের শাস্তি দিওনা মাবুদ আমাদের ক্ষমা করে দাও ।,0
ঢাবিতে ভর্তির হওয়ার চিন্তায় পড়ালেখায় হচ্ছে না,Sarcastic,ঢাবিতে ভর্তির হওয়ার চিন্তায় পড়ালেখায় হচ্ছে না,1
প্রাইভেট পাওয়ার কোম্পানিগুলো বসে বসে টাকা পাচ্ছে,Non-Sarcastic,প্রাইভেট পাওয়ার কোম্পানিগুলো বসে বসে টাকা পাচ্ছে,0
সাংবাদিক ভাই চা টা খাইবেন?,Sarcastic,সাংবাদিক ভাই চা টা খাইবেন?,1
প্রকৃতপক্ষে টাকা পয়সার মধ্যে কোন শান্তি নাই শান্তি আছে যেটা আমার কাছে আছে সেটা নিয়ে ধৈর্য ধরার মধ্যে ।,Non-Sarcastic,প্রকৃতপক্ষে টাকা পয়সার মধ্যে কোন শান্তি নাই শান্তি আছে যেটা আমার কাছে আছে সেটা নিয়ে ধৈর্য ধরার মধ্যে ।,0
আল্লাহ সবাইকে জান্নাতের উচ্চ মাকাম নছিব করুক আমিন ! আসলেই কিছু বলার ভাষা খুঁজে পাচ্ছি না !,Non-Sarcastic,আল্লাহ সবাইকে জান্নাতের উচ্চ মাকাম নছিব করুক আমিন ! আসলেই কিছু বলার ভাষা খুঁজে পাচ্ছি না !,0
বসুন্ধরা গ্রুপের এমডি মহোদয়ের দৃষ্টি আকর্ষণ করছি । ভাই আমার খুব দয়ালু । তিনি আর্থিকভাবে দুর্বল আপুদের অনেক সহযোগিতা করে থাকেন ।,Sarcastic,বসুন্ধরা গ্রুপের এমডি মহোদয়ের দৃষ্টি আকর্ষণ করছি । ভাই আমার খুব দয়ালু । তিনি আর্থিকভাবে দুর্বল আপুদের অনেক সহযোগিতা করে থাকেন ।,1
পৃথিবীতে খারাপ মানুষ অনেক আছে কিন্তু খারাপ বাবা নেই ।,Non-Sarcastic,পৃথিবীতে খারাপ মানুষ অনেক আছে কিন্তু খারাপ বাবা নেই ।,0
আমার হালকা হার্ট এ্যাটাক হয়েছে ।,Sarcastic,আমার হালকা হার্ট এ্যাটাক হয়েছে ।,1
